airline,airline_id,source_airport,source_airport_id,dest_airport,dest_airport_id,codeshare,stops,equipment,source_country,dest_country
FR,4296.0,AGP,1230.0,SCQ,1243.0,,0,738,Spain,Spain
FR,4296.0,AGP,1230.0,SDR,1251.0,,0,738,Spain,Spain
FR,4296.0,AGP,1230.0,SNN,603.0,,0,738,Spain,Ireland
FR,4296.0,AGP,1230.0,STN,548.0,,0,738,Spain,United Kingdom
FR,4296.0,AGP,1230.0,TMP,458.0,,0,738,Spain,Finland
FR,4296.0,AGP,1230.0,TRF,664.0,,0,738,Spain,Norway
FR,4296.0,AGP,1230.0,TSF,1539.0,,0,738,Spain,Italy
FR,4296.0,AGP,1230.0,VST,733.0,,0,738,Spain,Sweden
FR,4296.0,AGP,1230.0,WRO,680.0,,0,738,Spain,Poland
FR,4296.0,AHO,1517.0,AOI,4309.0,,0,738,Italy,Italy
FR,4296.0,AHO,1517.0,BGY,1525.0,,0,738,Italy,Italy
FR,4296.0,AHO,1517.0,BLL,608.0,,0,738,Italy,Denmark
FR,4296.0,AHO,1517.0,BLQ,1538.0,,0,738,Italy,Italy
FR,4296.0,AHO,1517.0,BTS,1745.0,,0,738,Italy,Slovakia
FR,4296.0,AHO,1517.0,BVA,1367.0,,0,738,Italy,France
FR,4296.0,AHO,1517.0,CIA,1553.0,,0,738,Italy,Italy
FR,4296.0,AHO,1517.0,CRL,304.0,,0,738,Italy,Belgium
FR,4296.0,AHO,1517.0,CUF,1534.0,,0,738,Italy,Italy
FR,4296.0,AHO,1517.0,DTM,373.0,,0,738,Italy,Germany
FR,4296.0,AHO,1517.0,DUB,599.0,,0,738,Italy,Ireland
FR,4296.0,AHO,1517.0,EIN,585.0,,0,738,Italy,Netherlands
FR,4296.0,AHO,1517.0,FMM,3986.0,,0,738,Italy,Germany
FR,4296.0,AHO,1517.0,GRO,1222.0,,0,738,Italy,Spain
FR,4296.0,AHO,1517.0,GSE,691.0,,0,738,Italy,Sweden
FR,4296.0,AHO,1517.0,HHN,355.0,,0,738,Italy,Germany
FR,4296.0,AHO,1517.0,LTN,492.0,,0,738,Italy,United Kingdom
FR,4296.0,AHO,1517.0,MAD,1229.0,,0,738,Italy,Spain
FR,4296.0,AHO,1517.0,NRN,4198.0,,0,738,Italy,Germany
FR,4296.0,AHO,1517.0,NYO,699.0,,0,738,Italy,Sweden
FR,4296.0,AHO,1517.0,PMF,1531.0,,0,738,Italy,Italy
FR,4296.0,AHO,1517.0,PSA,1562.0,,0,738,Italy,Italy
FR,4296.0,AHO,1517.0,STN,548.0,,0,738,Italy,United Kingdom
FR,4296.0,AHO,1517.0,TRF,664.0,,0,738,Italy,Norway
FR,4296.0,AHO,1517.0,TRS,1545.0,,0,738,Italy,Italy
FR,4296.0,AHO,1517.0,TSF,1539.0,,0,738,Italy,Italy
FR,4296.0,ALC,1212.0,BGY,1525.0,,0,738,Spain,Italy
FR,4296.0,ALC,1212.0,BHX,469.0,,0,738,Spain,United Kingdom
FR,4296.0,ALC,1212.0,BLL,608.0,,0,738,Spain,Denmark
FR,4296.0,ALC,1212.0,BLQ,1538.0,,0,738,Spain,Italy
FR,4296.0,ALC,1212.0,BOH,494.0,,0,738,Spain,United Kingdom
FR,4296.0,ALC,1212.0,BRE,353.0,,0,738,Spain,Germany
FR,4296.0,ALC,1212.0,BRS,490.0,,0,738,Spain,United Kingdom
FR,4296.0,ALC,1212.0,BRU,302.0,,0,738,Spain,Belgium
FR,4296.0,ALC,1212.0,BVA,1367.0,,0,738,Spain,France
FR,4296.0,ALC,1212.0,CRL,304.0,,0,738,Spain,Belgium
FR,4296.0,ALC,1212.0,DUB,599.0,,0,738,Spain,Ireland
FR,4296.0,ALC,1212.0,EDI,535.0,,0,738,Spain,United Kingdom
FR,4296.0,ALC,1212.0,EIN,585.0,,0,738,Spain,Netherlands
FR,4296.0,ALC,1212.0,EMA,523.0,,0,738,Spain,United Kingdom
FR,4296.0,ALC,1212.0,FKB,4166.0,,0,738,Spain,Germany
FR,4296.0,ALC,1212.0,FMM,3986.0,,0,738,Spain,Germany
FR,4296.0,ALC,1212.0,GSE,691.0,,0,738,Spain,Sweden
FR,4296.0,ALC,1212.0,HAU,645.0,,0,738,Spain,Norway
FR,4296.0,ALC,1212.0,HHN,355.0,,0,738,Spain,Germany
FR,4296.0,ALC,1212.0,KIR,601.0,,0,738,Spain,Ireland
FR,4296.0,ALC,1212.0,KRK,669.0,,0,738,Spain,Poland
FR,4296.0,ALC,1212.0,KTW,671.0,,0,738,Spain,Poland
FR,4296.0,ALC,1212.0,KUN,3956.0,,0,738,Spain,Lithuania
FR,4296.0,ALC,1212.0,LBA,517.0,,0,738,Spain,United Kingdom
FR,4296.0,ALC,1212.0,LPL,491.0,,0,738,Spain,United Kingdom
FR,4296.0,ALC,1212.0,MAN,478.0,,0,738,Spain,United Kingdom
FR,4296.0,ALC,1212.0,MST,582.0,,0,738,Spain,Netherlands
FR,4296.0,ALC,1212.0,NOC,600.0,,0,738,Spain,Ireland
FR,4296.0,ALC,1212.0,NRN,4198.0,,0,738,Spain,Germany
FR,4296.0,ALC,1212.0,NUE,347.0,,0,738,Spain,Germany
FR,4296.0,ALC,1212.0,NYO,699.0,,0,738,Spain,Sweden
FR,4296.0,ALC,1212.0,PIK,537.0,,0,738,Spain,United Kingdom
FR,4296.0,ALC,1212.0,RYG,657.0,,0,738,Spain,Norway
FR,4296.0,ALC,1212.0,SCQ,1243.0,,0,738,Spain,Spain
FR,4296.0,ALC,1212.0,SNN,603.0,,0,738,Spain,Ireland
FR,4296.0,ALC,1212.0,STN,548.0,,0,738,Spain,United Kingdom
FR,4296.0,ALC,1212.0,TMP,458.0,,0,738,Spain,Finland
FR,4296.0,ALC,1212.0,TRF,664.0,,0,738,Spain,Norway
FR,4296.0,ALC,1212.0,VST,733.0,,0,738,Spain,Sweden
FR,4296.0,ALC,1212.0,VXO,711.0,,0,738,Spain,Sweden
FR,4296.0,ALC,1212.0,WMI,8414.0,,0,738,Spain,Poland
FR,4296.0,ALC,1212.0,WRO,680.0,,0,738,Spain,Poland
FR,4296.0,AOI,4309.0,AHO,1517.0,,0,738,Italy,Italy
FR,4296.0,AOI,4309.0,CRL,304.0,,0,738,Italy,Belgium
FR,4296.0,AOI,4309.0,NRN,4198.0,,0,738,Italy,Germany
FR,4296.0,AOI,4309.0,STN,548.0,,0,738,Italy,United Kingdom
FR,4296.0,AOI,4309.0,TPS,1515.0,,0,738,Italy,Italy
FR,4296.0,ATH,3941.0,BGY,1525.0,,0,738,Greece,Italy
FR,4296.0,ATH,3941.0,CHQ,1474.0,,0,738,Greece,Greece
FR,4296.0,ATH,3941.0,PFO,1198.0,,0,738,Greece,Cyprus
FR,4296.0,ATH,3941.0,RHO,1472.0,,0,738,Greece,Greece
FR,4296.0,ATH,3941.0,SKG,1486.0,,0,738,Greece,Greece
FR,4296.0,ATH,3941.0,STN,548.0,,0,738,Greece,United Kingdom
FR,4296.0,BCN,1218.0,ACE,1055.0,,0,738,Spain,Spain
FR,4296.0,BCN,1218.0,AGP,1230.0,,0,738,Spain,Spain
FR,4296.0,BCN,1218.0,BGY,1525.0,,0,738,Spain,Italy
FR,4296.0,BCN,1218.0,BHX,469.0,,0,738,Spain,United Kingdom
FR,4296.0,BCN,1218.0,BLQ,1538.0,,0,738,Spain,Italy
FR,4296.0,BCN,1218.0,BRU,302.0,,0,738,Spain,Belgium
FR,4296.0,BCN,1218.0,BUD,1489.0,,0,738,Spain,Hungary
FR,4296.0,BCN,1218.0,BVA,1367.0,,0,738,Spain,France
FR,4296.0,BCN,1218.0,CIA,1553.0,,0,738,Spain,Italy
FR,4296.0,BCN,1218.0,CRL,304.0,,0,738,Spain,Belgium
FR,4296.0,BCN,1218.0,DUB,599.0,,0,738,Spain,Ireland
FR,4296.0,BCN,1218.0,EDI,535.0,,0,738,Spain,United Kingdom
FR,4296.0,BCN,1218.0,EMA,523.0,,0,738,Spain,United Kingdom
FR,4296.0,BCN,1218.0,FCO,1555.0,,0,738,Spain,Italy
FR,4296.0,BCN,1218.0,FEZ,1066.0,,0,738,Spain,Morocco
FR,4296.0,BCN,1218.0,FUE,1051.0,,0,738,Spain,Spain
FR,4296.0,BCN,1218.0,IBZ,1225.0,,0,738,Spain,Spain
FR,4296.0,BCN,1218.0,LPA,1054.0,,0,738,Spain,Spain
FR,4296.0,BCN,1218.0,LPL,491.0,,0,738,Spain,United Kingdom
FR,4296.0,BCN,1218.0,MAH,1231.0,,0,738,Spain,Spain
FR,4296.0,BCN,1218.0,MAN,478.0,,0,738,Spain,United Kingdom
FR,4296.0,BCN,1218.0,NDR,5673.0,,0,738,Spain,Morocco
FR,4296.0,BCN,1218.0,NYO,699.0,,0,738,Spain,Sweden
FR,4296.0,BCN,1218.0,OPO,1636.0,,0,738,Spain,Portugal
FR,4296.0,BCN,1218.0,PIK,537.0,,0,738,Spain,United Kingdom
FR,4296.0,BCN,1218.0,PMI,3998.0,,0,738,Spain,Spain
FR,4296.0,BCN,1218.0,RYG,657.0,,0,738,Spain,Norway
FR,4296.0,BCN,1218.0,SCQ,1243.0,,0,738,Spain,Spain
FR,4296.0,BCN,1218.0,SDR,1251.0,,0,738,Spain,Spain
FR,4296.0,BCN,1218.0,STN,548.0,,0,738,Spain,United Kingdom
FR,4296.0,BCN,1218.0,SVQ,1253.0,,0,738,Spain,Spain
FR,4296.0,BCN,1218.0,TFN,1057.0,,0,738,Spain,Spain
FR,4296.0,BCN,1218.0,TFS,1056.0,,0,738,Spain,Spain
FR,4296.0,BCN,1218.0,TRN,1526.0,,0,738,Spain,Italy
FR,4296.0,BCN,1218.0,TSF,1539.0,,0,738,Spain,Italy
FR,4296.0,BCN,1218.0,VLL,1247.0,,0,738,Spain,Spain
FR,4296.0,BCN,1218.0,VNO,3959.0,,0,738,Spain,Lithuania
FR,4296.0,BCN,1218.0,WMI,8414.0,,0,738,Spain,Poland
FR,4296.0,BCN,1218.0,XRY,1226.0,,0,738,Spain,Spain
FR,4296.0,BDS,1506.0,BGY,1525.0,,0,738,Italy,Italy
FR,4296.0,BDS,1506.0,BLQ,1538.0,,0,738,Italy,Italy
FR,4296.0,BDS,1506.0,BVA,1367.0,,0,738,Italy,France
FR,4296.0,BDS,1506.0,CIA,1553.0,,0,738,Italy,Italy
FR,4296.0,BDS,1506.0,CRL,304.0,,0,738,Italy,Belgium
FR,4296.0,BDS,1506.0,EIN,585.0,,0,738,Italy,Netherlands
FR,4296.0,BDS,1506.0,GRO,1222.0,,0,738,Italy,Spain
FR,4296.0,BDS,1506.0,PSA,1562.0,,0,738,Italy,Italy
FR,4296.0,BDS,1506.0,STN,548.0,,0,738,Italy,United Kingdom
FR,4296.0,BDS,1506.0,TRN,1526.0,,0,738,Italy,Italy
FR,4296.0,BDS,1506.0,TSF,1539.0,,0,738,Italy,Italy
FR,4296.0,BES,1403.0,MRS,1353.0,,0,738,France,France
FR,4296.0,BGY,1525.0,ACE,1055.0,,0,738,Italy,Spain
FR,4296.0,BGY,1525.0,AGP,1230.0,,0,738,Italy,Spain
FR,4296.0,BGY,1525.0,AHO,1517.0,,0,738,Italy,Italy
FR,4296.0,BGY,1525.0,ALC,1212.0,,0,738,Italy,Spain
FR,4296.0,BGY,1525.0,ATH,3941.0,,0,738,Italy,Greece
FR,4296.0,BGY,1525.0,BCN,1218.0,,0,738,Italy,Spain
FR,4296.0,BGY,1525.0,BDS,1506.0,,0,738,Italy,Italy
FR,4296.0,BGY,1525.0,BLL,608.0,,0,738,Italy,Denmark
FR,4296.0,BGY,1525.0,BRE,353.0,,0,738,Italy,Germany
FR,4296.0,BGY,1525.0,BRI,1501.0,,0,738,Italy,Italy
FR,4296.0,BGY,1525.0,BRS,490.0,,0,738,Italy,United Kingdom
FR,4296.0,BGY,1525.0,BTS,1745.0,,0,738,Italy,Slovakia
FR,4296.0,BGY,1525.0,BUD,1489.0,,0,738,Italy,Hungary
FR,4296.0,BGY,1525.0,BVA,1367.0,,0,738,Italy,France
FR,4296.0,BGY,1525.0,CAG,1519.0,,0,738,Italy,Italy
FR,4296.0,BGY,1525.0,CHQ,1474.0,,0,738,Italy,Greece
FR,4296.0,BGY,1525.0,CRL,304.0,,0,738,Italy,Belgium
FR,4296.0,BGY,1525.0,CTA,1509.0,,0,738,Italy,Italy
FR,4296.0,BGY,1525.0,DUB,599.0,,0,738,Italy,Ireland
FR,4296.0,BGY,1525.0,EIN,585.0,,0,738,Italy,Netherlands
FR,4296.0,BGY,1525.0,EMA,523.0,,0,738,Italy,United Kingdom
FR,4296.0,BGY,1525.0,FEZ,1066.0,,0,738,Italy,Morocco
FR,4296.0,BGY,1525.0,FUE,1051.0,,0,738,Italy,Spain
FR,4296.0,BGY,1525.0,GRO,1222.0,,0,738,Italy,Spain
FR,4296.0,BGY,1525.0,GSE,691.0,,0,738,Italy,Sweden
FR,4296.0,BGY,1525.0,HHN,355.0,,0,738,Italy,Germany
FR,4296.0,BGY,1525.0,IBZ,1225.0,,0,738,Italy,Spain
FR,4296.0,BGY,1525.0,KGS,1458.0,,0,738,Italy,Greece
FR,4296.0,BGY,1525.0,KRK,669.0,,0,738,Italy,Poland
FR,4296.0,BGY,1525.0,LBA,517.0,,0,738,Italy,United Kingdom
FR,4296.0,BGY,1525.0,LBC,364.0,,0,738,Italy,Germany
FR,4296.0,BGY,1525.0,LDE,1276.0,,0,738,Italy,France
FR,4296.0,BGY,1525.0,LPA,1054.0,,0,738,Italy,Spain
FR,4296.0,BGY,1525.0,LPP,441.0,,0,738,Italy,Finland
FR,4296.0,BGY,1525.0,MAD,1229.0,,0,738,Italy,Spain
FR,4296.0,BGY,1525.0,MAN,478.0,,0,738,Italy,United Kingdom
FR,4296.0,BGY,1525.0,MLA,1606.0,,0,738,Italy,Malta
FR,4296.0,BGY,1525.0,NRN,4198.0,,0,738,Italy,Germany
FR,4296.0,BGY,1525.0,NYO,699.0,,0,738,Italy,Sweden
FR,4296.0,BGY,1525.0,OPO,1636.0,,0,738,Italy,Portugal
FR,4296.0,BGY,1525.0,PMI,3998.0,,0,738,Italy,Spain
FR,4296.0,BGY,1525.0,PMO,1512.0,,0,738,Italy,Italy
FR,4296.0,BGY,1525.0,PSR,1505.0,,0,738,Italy,Italy
FR,4296.0,BGY,1525.0,RAK,1075.0,,0,738,Italy,Morocco
FR,4296.0,BGY,1525.0,RHO,1472.0,,0,738,Italy,Greece
FR,4296.0,BGY,1525.0,RIX,3953.0,,0,738,Italy,Latvia
FR,4296.0,BGY,1525.0,RYG,657.0,,0,738,Italy,Norway
FR,4296.0,BGY,1525.0,SCQ,1243.0,,0,738,Italy,Spain
FR,4296.0,BGY,1525.0,SDR,1251.0,,0,738,Italy,Spain
FR,4296.0,BGY,1525.0,SKG,1486.0,,0,738,Italy,Greece
FR,4296.0,BGY,1525.0,STN,548.0,,0,738,Italy,United Kingdom
FR,4296.0,BGY,1525.0,SUF,1508.0,,0,738,Italy,Italy
FR,4296.0,BGY,1525.0,SVQ,1253.0,,0,738,Italy,Spain
FR,4296.0,BGY,1525.0,SXF,337.0,,0,738,Italy,Germany
FR,4296.0,BGY,1525.0,TFS,1056.0,,0,738,Italy,Spain
FR,4296.0,BGY,1525.0,TLL,415.0,,0,738,Italy,Estonia
FR,4296.0,BGY,1525.0,TMP,458.0,,0,738,Italy,Finland
FR,4296.0,BGY,1525.0,TPS,1515.0,,0,738,Italy,Italy
FR,4296.0,BGY,1525.0,VLC,1246.0,,0,738,Italy,Spain
FR,4296.0,BGY,1525.0,VNO,3959.0,,0,738,Italy,Lithuania
FR,4296.0,BGY,1525.0,WMI,8414.0,,0,738,Italy,Poland
FR,4296.0,BGY,1525.0,WRO,680.0,,0,738,Italy,Poland
FR,4296.0,BGY,1525.0,ZAZ,1252.0,,0,738,Italy,Spain
FR,4296.0,BHX,469.0,ACE,1055.0,,0,738,United Kingdom,Spain
FR,4296.0,BHX,469.0,AGP,1230.0,,0,738,United Kingdom,Spain
FR,4296.0,BHX,469.0,ALC,1212.0,,0,738,United Kingdom,Spain
FR,4296.0,BHX,469.0,BCN,1218.0,,0,738,United Kingdom,Spain
FR,4296.0,BHX,469.0,BTS,1745.0,,0,738,United Kingdom,Slovakia
FR,4296.0,BHX,469.0,BZG,5591.0,,0,738,United Kingdom,Poland
FR,4296.0,BHX,469.0,DUB,599.0,,0,738,United Kingdom,Ireland
FR,4296.0,BHX,469.0,FAO,1626.0,,0,738,United Kingdom,Portugal
FR,4296.0,BHX,469.0,FUE,1051.0,,0,738,United Kingdom,Spain
FR,4296.0,BHX,469.0,GDN,668.0,,0,738,United Kingdom,Poland
FR,4296.0,BHX,469.0,IBZ,1225.0,,0,738,United Kingdom,Spain
FR,4296.0,BHX,469.0,KRK,669.0,,0,738,United Kingdom,Poland
FR,4296.0,BHX,469.0,KTW,671.0,,0,738,United Kingdom,Poland
FR,4296.0,BHX,469.0,KUN,3956.0,,0,738,United Kingdom,Lithuania
FR,4296.0,BHX,469.0,LDY,468.0,,0,738,United Kingdom,United Kingdom
FR,4296.0,BHX,469.0,LPA,1054.0,,0,738,United Kingdom,Spain
FR,4296.0,BHX,469.0,MJV,1227.0,,0,738,United Kingdom,Spain
FR,4296.0,BHX,469.0,MLA,1606.0,,0,738,United Kingdom,Malta
FR,4296.0,BHX,469.0,PMI,3998.0,,0,738,United Kingdom,Spain
FR,4296.0,BHX,469.0,REU,1236.0,,0,738,United Kingdom,Spain
FR,4296.0,BHX,469.0,TFS,1056.0,,0,738,United Kingdom,Spain
FR,4296.0,BIQ,1280.0,CRL,304.0,,0,738,France,Belgium
FR,4296.0,BIQ,1280.0,DUB,599.0,,0,738,France,Ireland
FR,4296.0,BIQ,1280.0,NYO,699.0,,0,738,France,Sweden
FR,4296.0,BIQ,1280.0,STN,548.0,,0,738,France,United Kingdom
FR,4296.0,BLL,608.0,AGP,1230.0,,0,738,Denmark,Spain
FR,4296.0,BLL,608.0,AHO,1517.0,,0,738,Denmark,Italy
FR,4296.0,BLL,608.0,ALC,1212.0,,0,738,Denmark,Spain
FR,4296.0,BLL,608.0,BGY,1525.0,,0,738,Denmark,Italy
FR,4296.0,BLL,608.0,BUD,1489.0,,0,738,Denmark,Hungary
FR,4296.0,BLL,608.0,CCF,1352.0,,0,738,Denmark,France
FR,4296.0,BLL,608.0,CFU,1460.0,,0,738,Denmark,Greece
FR,4296.0,BLL,608.0,CHQ,1474.0,,0,738,Denmark,Greece
FR,4296.0,BLL,608.0,CIA,1553.0,,0,738,Denmark,Italy
FR,4296.0,BLL,608.0,FAO,1626.0,,0,738,Denmark,Portugal
FR,4296.0,BLL,608.0,GRO,1222.0,,0,738,Denmark,Spain
FR,4296.0,BLL,608.0,MLA,1606.0,,0,738,Denmark,Malta
FR,4296.0,BLL,608.0,PMI,3998.0,,0,738,Denmark,Spain
FR,4296.0,BLL,608.0,PSA,1562.0,,0,738,Denmark,Italy
FR,4296.0,BLL,608.0,STN,548.0,,0,738,Denmark,United Kingdom
FR,4296.0,BLL,608.0,TFS,1056.0,,0,738,Denmark,Spain
FR,4296.0,BLL,608.0,TSF,1539.0,,0,738,Denmark,Italy
FR,4296.0,BLL,608.0,ZAD,1209.0,,0,738,Denmark,Croatia
FR,4296.0,BLQ,1538.0,ACE,1055.0,,0,738,Italy,Spain
FR,4296.0,BLQ,1538.0,AGP,1230.0,,0,738,Italy,Spain
FR,4296.0,BLQ,1538.0,AHO,1517.0,,0,738,Italy,Italy
FR,4296.0,BLQ,1538.0,ALC,1212.0,,0,738,Italy,Spain
FR,4296.0,BLQ,1538.0,BCN,1218.0,,0,738,Italy,Spain
FR,4296.0,BLQ,1538.0,BDS,1506.0,,0,738,Italy,Italy
FR,4296.0,BLQ,1538.0,BOD,1264.0,,0,738,Italy,France
FR,4296.0,BLQ,1538.0,BRI,1501.0,,0,738,Italy,Italy
FR,4296.0,BLQ,1538.0,BRS,490.0,,0,738,Italy,United Kingdom
FR,4296.0,BLQ,1538.0,BVA,1367.0,,0,738,Italy,France
FR,4296.0,BLQ,1538.0,CRL,304.0,,0,738,Italy,Belgium
FR,4296.0,BLQ,1538.0,CTA,1509.0,,0,738,Italy,Italy
FR,4296.0,BLQ,1538.0,DUB,599.0,,0,738,Italy,Ireland
FR,4296.0,BLQ,1538.0,EDI,535.0,,0,738,Italy,United Kingdom
FR,4296.0,BLQ,1538.0,IBZ,1225.0,,0,738,Italy,Spain
FR,4296.0,BLQ,1538.0,KRK,669.0,,0,738,Italy,Poland
FR,4296.0,BLQ,1538.0,MAD,1229.0,,0,738,Italy,Spain
FR,4296.0,BLQ,1538.0,MAN,478.0,,0,738,Italy,United Kingdom
FR,4296.0,BLQ,1538.0,MLA,1606.0,,0,738,Italy,Malta
FR,4296.0,BLQ,1538.0,NRN,4198.0,,0,738,Italy,Germany
FR,4296.0,BLQ,1538.0,OPO,1636.0,,0,738,Italy,Portugal
FR,4296.0,BLQ,1538.0,PMI,3998.0,,0,738,Italy,Spain
FR,4296.0,BLQ,1538.0,PMO,1512.0,,0,738,Italy,Italy
FR,4296.0,BLQ,1538.0,RYG,657.0,,0,738,Italy,Norway
FR,4296.0,BLQ,1538.0,STN,548.0,,0,738,Italy,United Kingdom
FR,4296.0,BLQ,1538.0,SUF,1508.0,,0,738,Italy,Italy
FR,4296.0,BLQ,1538.0,SVQ,1253.0,,0,738,Italy,Spain
FR,4296.0,BLQ,1538.0,TFS,1056.0,,0,738,Italy,Spain
FR,4296.0,BLQ,1538.0,TPS,1515.0,,0,738,Italy,Italy
FR,4296.0,BLQ,1538.0,VLC,1246.0,,0,738,Italy,Spain
FR,4296.0,BLQ,1538.0,WMI,8414.0,,0,738,Italy,Poland
FR,4296.0,BLQ,1538.0,WRO,680.0,,0,738,Italy,Poland
FR,4296.0,BOD,1264.0,BLQ,1538.0,,0,738,France,Italy
FR,4296.0,BOD,1264.0,CIA,1553.0,,0,738,France,Italy
FR,4296.0,BOD,1264.0,CRL,304.0,,0,738,France,Belgium
FR,4296.0,BOD,1264.0,EDI,535.0,,0,738,France,United Kingdom
FR,4296.0,BOD,1264.0,MRS,1353.0,,0,738,France,France
FR,4296.0,BOD,1264.0,OPO,1636.0,,0,738,France,Portugal
FR,4296.0,BOD,1264.0,STN,548.0,,0,738,France,United Kingdom
FR,4296.0,BOD,1264.0,SVQ,1253.0,,0,738,France,Spain
FR,4296.0,BOH,494.0,ACE,1055.0,,0,738,United Kingdom,Spain
FR,4296.0,BOH,494.0,AGP,1230.0,,0,738,United Kingdom,Spain
FR,4296.0,BOH,494.0,ALC,1212.0,,0,738,United Kingdom,Spain
FR,4296.0,BOH,494.0,CCF,1352.0,,0,738,United Kingdom,France
FR,4296.0,BOH,494.0,CHQ,1474.0,,0,738,United Kingdom,Greece
FR,4296.0,BOH,494.0,FAO,1626.0,,0,738,United Kingdom,Portugal
FR,4296.0,BOH,494.0,FUE,1051.0,,0,738,United Kingdom,Spain
FR,4296.0,BOH,494.0,GRO,1222.0,,0,738,United Kingdom,Spain
FR,4296.0,BOH,494.0,IBZ,1225.0,,0,738,United Kingdom,Spain
FR,4296.0,BOH,494.0,LPA,1054.0,,0,738,United Kingdom,Spain
FR,4296.0,BOH,494.0,MJV,1227.0,,0,738,United Kingdom,Spain
FR,4296.0,BOH,494.0,MLA,1606.0,,0,738,United Kingdom,Malta
FR,4296.0,BOH,494.0,PMI,3998.0,,0,738,United Kingdom,Spain
FR,4296.0,BOH,494.0,PSA,1562.0,,0,738,United Kingdom,Italy
FR,4296.0,BOH,494.0,RHO,1472.0,,0,738,United Kingdom,Greece
FR,4296.0,BOH,494.0,TFS,1056.0,,0,738,United Kingdom,Spain
FR,4296.0,BRE,353.0,AGP,1230.0,,0,738,Germany,Spain
FR,4296.0,BRE,353.0,ALC,1212.0,,0,738,Germany,Spain
FR,4296.0,BRE,353.0,BGY,1525.0,,0,738,Germany,Italy
FR,4296.0,BRE,353.0,BZR,1360.0,,0,738,Germany,France
FR,4296.0,BRE,353.0,CFU,1460.0,,0,738,Germany,Greece
FR,4296.0,BRE,353.0,CHQ,1474.0,,0,738,Germany,Greece
FR,4296.0,BRE,353.0,DUB,599.0,,0,738,Germany,Ireland
FR,4296.0,BRE,353.0,EDI,535.0,,0,738,Germany,United Kingdom
FR,4296.0,BRE,353.0,FAO,1626.0,,0,738,Germany,Portugal
FR,4296.0,BRE,353.0,FUE,1051.0,,0,738,Germany,Spain
FR,4296.0,BRE,353.0,GRO,1222.0,,0,738,Germany,Spain
FR,4296.0,BRE,353.0,HAU,645.0,,0,738,Germany,Norway
FR,4296.0,BRE,353.0,LPA,1054.0,,0,738,Germany,Spain
FR,4296.0,BRE,353.0,MAN,478.0,,0,738,Germany,United Kingdom
FR,4296.0,BRE,353.0,NYO,699.0,,0,738,Germany,Sweden
FR,4296.0,BRE,353.0,OPO,1636.0,,0,738,Germany,Portugal
FR,4296.0,BRE,353.0,PMI,3998.0,,0,738,Germany,Spain
FR,4296.0,BRE,353.0,RIX,3953.0,,0,738,Germany,Latvia
FR,4296.0,BRE,353.0,SKG,1486.0,,0,738,Germany,Greece
FR,4296.0,BRE,353.0,STN,548.0,,0,738,Germany,United Kingdom
FR,4296.0,BRE,353.0,TFS,1056.0,,0,738,Germany,Spain
FR,4296.0,BRE,353.0,TLL,415.0,,0,738,Germany,Estonia
FR,4296.0,BRE,353.0,TMP,458.0,,0,738,Germany,Finland
FR,4296.0,BRE,353.0,TSF,1539.0,,0,738,Germany,Italy
FR,4296.0,BRE,353.0,VNO,3959.0,,0,738,Germany,Lithuania
FR,4296.0,BRI,1501.0,BGY,1525.0,,0,738,Italy,Italy
FR,4296.0,BRI,1501.0,BLQ,1538.0,,0,738,Italy,Italy
FR,4296.0,BRI,1501.0,BVA,1367.0,,0,738,Italy,France
FR,4296.0,BRI,1501.0,CAG,1519.0,,0,738,Italy,Italy
FR,4296.0,BRI,1501.0,CIA,1553.0,,0,738,Italy,Italy
FR,4296.0,BRI,1501.0,CRL,304.0,,0,738,Italy,Belgium
FR,4296.0,BRI,1501.0,DUB,599.0,,0,738,Italy,Ireland
FR,4296.0,BRI,1501.0,FKB,4166.0,,0,738,Italy,Germany
FR,4296.0,BRI,1501.0,GOA,1528.0,,0,738,Italy,Italy
FR,4296.0,BRI,1501.0,HHN,355.0,,0,738,Italy,Germany
FR,4296.0,BRI,1501.0,MLA,1606.0,,0,738,Italy,Malta
FR,4296.0,BRI,1501.0,MST,582.0,,0,738,Italy,Netherlands
FR,4296.0,BRI,1501.0,NRN,4198.0,,0,738,Italy,Germany
FR,4296.0,BRI,1501.0,PSA,1562.0,,0,738,Italy,Italy
FR,4296.0,BRI,1501.0,STN,548.0,,0,738,Italy,United Kingdom
FR,4296.0,BRI,1501.0,SVQ,1253.0,,0,738,Italy,Spain
FR,4296.0,BRI,1501.0,TRN,1526.0,,0,738,Italy,Italy
FR,4296.0,BRI,1501.0,TRS,1545.0,,0,738,Italy,Italy
FR,4296.0,BRI,1501.0,TSF,1539.0,,0,738,Italy,Italy
FR,4296.0,BRI,1501.0,VLC,1246.0,,0,738,Italy,Spain
FR,4296.0,BRQ,1588.0,STN,548.0,,0,738,Czech Republic,United Kingdom
FR,4296.0,BRS,490.0,ACE,1055.0,,0,738,United Kingdom,Spain
FR,4296.0,BRS,490.0,AGP,1230.0,,0,738,United Kingdom,Spain
FR,4296.0,BRS,490.0,ALC,1212.0,,0,738,United Kingdom,Spain
FR,4296.0,BRS,490.0,BGY,1525.0,,0,738,United Kingdom,Italy
FR,4296.0,BRS,490.0,BLQ,1538.0,,0,738,United Kingdom,Italy
FR,4296.0,BRS,490.0,BUD,1489.0,,0,738,United Kingdom,Hungary
