airline_id,name,alias,iata,icao,callsign,country,active
2990,Japan Transocean Air,,NU,JTA,JAI OCEAN,Japan,Y
2993,Jazeera Airways,,J9,JZR,JAZEERA,Kuwait,Y
2994,Jeju Air,,7C,JJA,JEJU AIR,Republic of Korea,Y
3000,Jet Airways,,9W,JAI,JET AIRWAYS,India,Y
3001,Jet Airways,,QJ,,,United States,Y
3021,Jetstar Asia Airways,,3K,JSA,JETSTAR ASIA,Singapore,Y
3026,Jet2.com,,LS,EXS,CHANNEX,United Kingdom,Y
3027,Jet4You,,8J,JFU,ARGAN,Morocco,Y
3029,JetBlue Airways,,B6,JBU,JETBLUE,United States,Y
3032,Jetairfly,,JF,JAF,BEAUTY,Belgium,Y
3039,Jetflite,,,JEF,JETFLITE,Finland,Y
3052,Jetstar Airways,,JQ,JST,JETSTAR,Australia,Y
3081,Juneyao Airlines,,HO,DKH,JUNEYAO AIRLINES,China,Y
3087,KD Avia,,KD,KNI,KALININGRAD AIR,Russia,Y
3088,KLM Cityhopper,,WA,KLC,CITY,Netherlands,Y
3090,KLM Royal Dutch Airlines,,KL,KLM,KLM,Netherlands,Y
3097,Kam Air,,RQ,KMF,KAMGAR,Afghanistan,Y
3110,Kavminvodyavia,,KV,MVD,AIR MINVODY,Russia,Y
3122,Kendell Airlines,,,KDA,KENDELL,Australia,Y
3123,Kenmore Air,,M5,KEN,KENMORE,United States,Y
3126,Kenya Airways,,KQ,KQA,KENYA,Kenya,Y
3142,Kingfisher Airlines,,IT,KFR,KINGFISHER,India,Y
3148,Kish Air,,Y9,IRK,KISHAIR,Iran,Y
3157,Kogalymavia Air Company,,7K,KGL,KOGALYM,Russia,Y
3163,Korean Air,,KE,KAL,KOREANAIR,Republic of Korea,Y
3165,Kosmos,,,KSM,KOSMOS,Russia,Y
3168,Krasnojarsky Airlines,,7B,KJC,KRASNOJARSKY AIR,Russia,Y
3175,Kuban Airlines,,GW,KIL,AIR KUBAN,Russia,Y
3179,Kuwait Airways,,KU,KAC,KUWAITI,Kuwait,Y
3180,Kuzu Airlines Cargo,,GO,KZU,KUZU CARGO,Turkey,Y
3197,LACSA,,LR,LRC,LACSA,Costa Rica,Y
3200,LAN Airlines,,LA,LAN,LAN,Chile,Y
3201,LAN Argentina,,4M,DSM,LAN AR,Argentina,Y
3204,LAN Express,,LU,LXP,LANEX,Chile,Y
3205,LAN Peru,,LP,LPE,LANPERU,Peru,Y
3210,LOT Polish Airlines,,LO,LOT,POLLOT,Poland,Y
3211,LTE International Airways,,XO,LTE,FUN JET,Spain,Y
3212,LTU Austria,,L3,LTO,BILLA TRANSPORT,Austria,Y
3233,Lao Airlines,,QV,LAO,LAO,Lao Peoples Democratic Republic,Y
3237,LatCharter,,,LTC,LATCHARTER,Latvia,Y
3239,Lauda Air,,NG,LDA,LAUDA AIR,Austria,Y
3251,Leeward Islands Air Transport,,LI,LIA,LIAT,Antigua and Barbuda,Y
3258,Libyan Arab Airlines,,LN,LAA,LIBAIR,Libya,Y
3287,Linhas A,,LM,LAM,MOZAMBIQUE,Mozambique,Y
3290,Lion Mentari Airlines,,JT,LNI,LION INTER,Indonesia,Y
3319,Luftfahrtgesellschaft Walter,,HE,LGW,WALTER,Germany,Y
3320,Lufthansa,,LH,DLH,LUFTHANSA,Germany,Y
3321,Lufthansa Cargo,,LH,GEC,LUFTHANSA CARGO,Germany,Y
3322,Lufthansa CityLine,,CL,CLH,HANSALINE,Germany,Y
3326,Lufttransport,,L5,LTR,LUFT TRANSPORT,Norway,Y
3329,Luxair,,LG,LGL,LUXAIR,Luxembourg,Y
3342,L,,MJ,LPR,LAPA,Argentina,Y
3349,MasAir,,M7,MAA,MAS CARGA,Mexico,Y
3350,MAT Macedonian Airlines,,IN,MAK,MAKAVIO,Macedonia,Y
3354,MIAT Mongolian Airlines,,OM,MGL,MONGOL AIR,Mongolia,Y
3357,MNG Airlines,,MB,MNB,BLACK SEA,Turkey,Y
3363,Macair Airlines,,CC,MCK,,Australia,Y
3366,Maersk,,DM,,,Denmark,Y
3370,Mahan Air,,W5,IRM,MAHAN AIR,Iran,Y
3378,Malaysia Airlines,,MH,MAS,MALAYSIAN,Malaysia,Y
3384,Malmo Aviation,,,SCW,SCANWING,Sweden,Y
3386,Malmö Aviation,,TF,SCW,Scanwings,Sweden,Y
3387,Malta Air Charter,,R5,MAC,MALTA CHARTER,Malta,Y
3389,Malév,,MA,MAH,MALEV,Hungary,Y
3391,Mandala Airlines,,RI,MDL,MANDALA,Indonesia,Y
3392,Mandarin Airlines,,AE,MDA,Mandarin,Taiwan,Y
3393,Mango,,JE,MNO,TULCA,South Africa,Y
3411,Martinair,,MP,MPH,MARTINAIR,Netherlands,Y
3432,Maxair,,8M,MXL,MAXAIR,Sweden,Y
3437,Maya Island Air,,MW,MYD,MYLAND,Belize,Y
3463,Meridiana,,IG,ISS,MERAIR,Italy,Y
3465,Merpati Nusantara Airlines,,MZ,MNA,MERPATI,Indonesia,Y
3466,Mesa Airlines,,YV,ASH,AIR SHUTTLE,United States,Y
3467,Mesaba Airlines,,XJ,MES,MESABA,United States,Y
3479,Mexicana de Aviaci,,MX,MXA,MEXICANA,Mexico,Y
3490,Middle East Airlines,,ME,MEA,CEDAR JET,Lebanon,Y
3494,Midway Airlines,,JI,MDW,MIDWAY,United States,Y
3497,Midwest Airlines,,YX,MEP,,United States,Y
3498,Midwest Airlines (Egypt),,MY,MWA,,Egypt,Y
3529,Moldavian Airlines,,2M,MDV,MOLDAVIAN,Moldova,Y
3532,Monarch Airlines,,ZB,MON,MONARCH,United Kingdom,Y
3534,Myway Airlines,,8I,,,Italy,Y
3539,Montenegro Airlines,,YM,MGX,MONTAIR,Montenegro,Y
3542,Morningstar Air Express,,,MAL,MORNINGSTAR,Canada,Y
3545,Moskovia Airlines,,3R,GAI,GROMOV AIRLINE,Russia,Y
3547,Motor Sich,,M9,MSI,MOTOR SICH,Ukraine,Y
3568,MyTravel Airways,,VZ,MYT,KESTREL,United Kingdom,Y
3569,Myanma Airways,,UB,UBA,UNIONAIR,Myanmar,Y
3570,Myanmar Airways International,,8M,MMM,assignment postponed,Myanmar,Y
3571,Myflug,,,MYA,MYFLUG,Iceland,Y
3589,Nasair,,UE,NAS,NASAIRWAYS,Eritrea,Y
3608,National Jet Systems,,NC,NJS,NATIONAL JET,Australia,Y
3613,Nationwide Airlines,,CE,NTW,NATIONWIDE,South Africa,Y
3618,Nauru Air Corporation,,ON,RON,AIR NAURU,Nauru,Y
3637,Nepal Airlines,,RA,RNA,ROYAL NEPAL,Nepal,Y
3641,NetJets,,1I,EJA,EXECJET,United States,Y
3644,New England Airlines,,EJ,NEA,NEW ENGLAND,United States,Y
3652,NextJet,,2N,NTJ,NEXTJET,Sweden,Y
3661,Niki,,HG,NLY,FLYNIKI,Austria,Y
3674,Nok Air,,DD,NOK,NOK AIR,Thailand,Y
3684,Norfolk County Flight College,,,NCF,COUNTY,United Kingdom,Y
3693,North American Airlines,,,NTM,NORTHAM,Canada,Y
3694,North American Charters,,,HMR,HAMMER,Canada,Y
3721,Northern Dene Airways,,U7,,,Canada,Y
3731,Northwest Airlines,,NW,NWA,NORTHWEST,United States,Y
3734,Northwestern Air,,J3,PLR,POLARIS,Canada,Y
3737,Norwegian Air Shuttle,,DY,NAX,NOR SHUTTLE,Norway,Y
3738,Norwegian Aviation College,,,TFN,SPRIT,Norway,Y
3740,Nouvel Air Tunisie,,BJ,LBT,NOUVELAIR,Tunisia,Y
3743,Novair,,1I,NVR,NAVIGATOR,Sweden,Y
3754,Nas Air,,XY,KNE,NAS EXPRESS,Saudi Arabia,Y
3759,Oasis Hong Kong Airlines,,O8,OHK,OASIS,Hong Kong,Y
3760,Ocean Air,,,BCN,BLUE OCEAN,Mauritania,Y
3764,Oceanair,,O6,ONE,OCEANAIR,Brazil,Y
3765,Oceanic Airlines,,O2,,,Guinea,Y
3776,Olympic Airlines,,OA,OAL,OLYMPIC,Greece,Y
3778,Oman Air,,WY,OMA,OMAN AIR,Oman,Y
3781,Omni Air International,,OY,OAE,OMNI-EXPRESS,United States,Y
3785,One Two Go Airlines,,,OTG,THAI EXPRESS,Thailand,Y
3788,Onur Air,,8Q,OHY,ONUR AIR,Turkey,Y
3805,Orenburg Airlines,,R2,ORB,ORENBURG,Russia,Y
3811,Orient Thai Airlines,,OX,OEA,ORIENT THAI,Thailand,Y
3814,Origin Pacific Airways,,QO,OGN,ORIGIN,New Zealand,Y
3822,Ostfriesische Lufttransport,,OL,OLT,OLTRA,Germany,Y
3826,Overland Airways,,OJ,OLA,OVERLAND,Nigeria,Y
3831,Ozjet Airlines,,O7,OZJ,AUSJET,Australia,Y
3834,PAN Air,,PV,PNR,SKYJET,Spain,Y
3835,PB Air,,9Q,PBA,PEEBEE AIR,Thailand,Y
3839,PLUNA,,PU,PUA,PLUNA,Uruguay,Y
3840,PMTair,,U4,PMT,MULTITRADE,Cambodia,Y
3850,Jetstar Pacific,Pacific Airlines,BL,PIC,PACIFIC AIRLINES,Vietnam,Y
3856,Pacific Coastal Airline,,8P,PCO,PASCO,Canada,Y
3857,Pacific East Asia Cargo Airlines,,Q8,PEC,PAC-EAST CARGO,Philippines,Y
3860,Pacific Island Aviation,,,PSA,PACIFIC ISLE,United States,Y
3865,Pacific Wings,,LW,NMI,TSUNAMI,United States,Y
3871,Pakistan International Airlines,PIA Pakistan International,PK,PIA,PAKISTAN,Pakistan,Y
3907,Paramount Airways,,I7,PMW,PARAWAY,India,Y
3914,Passaredo Transportes Aereos,,,PTB,PASSAREDO,Brazil,Y
3926,Pegasus Airlines,,PC,PGT,SUNTURK,Turkey,Y
3935,Peninsula Airways,,KS,PEN,PENINSULA,United States,Y
3952,Philippine Airlines,,PR,PAL,PHILIPPINE,Philippines,Y
3969,Piedmont Airlines (1948-1989),,PI,PDT,PIEDMONT,United States,Y
3976,Pinnacle Airlines,,9E,FLG,FLAGSHIP,United States,Y
3995,Polet,,,POT,POLET,Russia,Y
4013,Polynesian Airlines,,PH,PAO,POLYNESIAN,Samoa,Y
4021,Porter Airlines,,PD,POE,PORTER AIR,Canada,Y
4022,Portugalia,,NI,PGA,PORTUGALIA,Portugal,Y
4026,Potomac Air,,BK,PDC,DISTRICT,United States,Y
4031,Precision Air,,PW,PRF,PRECISION AIR,Tanzania,Y
4056,Privatair,,,PTI,PRIVATAIR,Switzerland,Y
4066,Proflight Commuter Services,,P0,,,Zambia,Y
4089,Qantas,Qantas Airways,QF,QFA,QANTAS,Australia,Y
4091,Qatar Airways,,QR,QTR,QATARI,Qatar,Y
4106,RACSA,,R6,,,Guatemala,Y
4113,Kinloss Flying Training Unit,,,KIN,KINLOSS,United Kingdom,Y
4177,Regional Airlines,,FN,,,Morocco,Y
4178,Regional Express,,ZL,RXA,REX,Australia,Y
4187,Republic Airlines,,RW,RPA,BRICKYARD,United States,Y
4188,Republic Express Airlines,,RH,RPH,PUBLIC EXPRESS,Indonesia,Y
4232,Rossiya,,R4,,,Russia,Y
4234,Air Rarotonga,,GZ,RAR,,Cook Islands,Y
4248,Royal Air Maroc,,AT,RAM,ROYALAIR MAROC,Morocco,Y
4255,Royal Brunei Airlines,,BI,RBA,BRUNEI,Brunei,Y
4259,Royal Jordanian,,RJ,RJA,JORDANIAN,Jordan,Y
4264,Royal Nepal Airlines,,RA,RNA,ROYAL NEPAL,Nepal,Y
4270,Royal Phnom Penh Airways,,,PPW,PHNOM-PENH AIR,Cambodia,Y
4283,Rusline,,,RLU,RUSLINE AIR,Russia,Y
4292,Rwandair Express,,WB,RWD,RWANDAIR,Rwanda,Y
4294,Ryan Air Services,,,RYA,RYAN AIR,United States,Y
4295,Ryan International Airlines,,RD,RYN,RYAN INTERNATIONAL,United States,Y
4296,Ryanair,,FR,RYR,RYANAIR,Ireland,Y
4299,Régional,,YS,RAE,REGIONAL EUROPE,France,Y
4304,SATA International,,S4,RZO,AIR AZORES,Portugal,Y
4305,South African Airways,SAA South African Airways,SA,SAA,SPRINGBOK,South Africa,Y
4311,Shaheen Air International,,NL,SAI,SHAHEEN AIR,Pakistan,Y
4319,Scandinavian Airlines System,SAS Scandinavian Airlines,SK,SAS,SCANDINAVIAN,Sweden,Y
4323,ScotAirways,,,SAY,SUCKLING,United Kingdom,Y
4329,S7 Airlines,Sibir Airlines,S7,SBI,SIBERIAN AIRLINES,Russia,Y
4335,Seaborne Airlines,,BB,SBS,SEABORNE,United States,Y
4342,Scenic Airlines,,,SCE,SCENIC,United States,Y
4349,SriLankan Airlines,,UL,ALK,SRILANKAN,Sri Lanka,Y
4356,Sun Country Airlines,,SY,SCX,SUN COUNTRY,United States,Y
4370,Southeast Air,,,SEA,SOUTHEAST AIR,United States,Y
4374,Sky Express,,G3,SEH,AIR CRETE,Greece,Y
4375,Spicejet,,SG,SEJ,SPICEJET,India,Y
4388,Star Flyer,,7G,SFJ,STARFLYER,Japan,Y
4411,Skagway Air Service,,N5,SGY,SKAGWAY AIR,United States,Y
4414,Sahara Airlines,,,SHD,,Algeria,Y
4429,SATA Air Acores,,SP,SAT,SATA,Portugal,Y
4435,Singapore Airlines,,SQ,SIA,SINGAPORE,Singapore,Y
4436,Sibaviatrans,,5M,SIB,SIBAVIA,Russia,Y
4438,Skynet Airlines,,SI,SIH,BLUEJET,Ireland,Y
4454,Sriwijaya Air,,SJ,SJY,SRIWIJAYA,Indonesia,Y
4455,Sama Airlines,,ZS,SMY,NAJIM,Saudi Arabia,Y
4464,Singapore Airlines Cargo,,SQ,SQC,SINGCARGO,Singapore,Y
4469,Siem Reap Airways,,FT,SRH,SIEMREAP AIR,Cambodia,Y
4475,South East Asian Airlines,,DG,SRQ,SEAIR,Philippines,Y
4496,Skyservice Airlines,,5G,SSV,SKYTOUR,Canada,Y
4513,Servicios de Transportes A,,FS,STU,FUEGUINO,Argentina,Y
4521,Sudan Airways,,SD,SUD,SUDANAIR,Sudan,Y
4533,Saudi Arabian Airlines,,SV,SVA,SAUDIA,Saudi Arabia,Y
4547,Southwest Airlines,,WN,SWA,SOUTHWEST,United States,Y
4550,Southern Winds Airlines,,A4,SWD,SOUTHERN WINDS,Argentina,Y
4559,Swiss International Air Lines,Swiss Airlines,LX,SWR,SWISS,Switzerland,Y
4560,Swissair,,SR,SWR,Swissair,Switzerland,Y
4563,Swiss European Air Lines,Swiss European,,SWU,EUROSWISS,Switzerland,Y
4564,Swe Fly,,WV,SWV,FLYING SWEDE,Sweden,Y
4573,SunExpress,,XQ,SXS,SUNEXPRESS,Turkey,Y
4586,Syrian Arab Airlines,,RB,SYR,SYRIANAIR,Syrian Arab Republic,Y
4589,Skywalk Airlines,,AL,SYX,SKYWAY-EX,United States,Y
4599,Shandong Airlines,,SC,CDG,SHANDONG,China,Y
4606,SAS Braathens,,,CNO,SCANOR,Norway,Y
4607,Spring Airlines,,9S,CQH,AIR SPRING,China,Y
4608,Sichuan Airlines,,3U,CSC,SI CHUAN,China,Y
4609,Shanghai Airlines,,FM,CSH,SHANGHAI AIR,China,Y
4611,Shenzhen Airlines,,ZH,CSZ,SHENZHEN AIR,China,Y
4619,Sun D'Or,,7L,ERO,ECHO ROMEO,Israel,Y
4620,SkyEurope,,NE,ESK,RELAX,Slovakia,Y
4640,Sky Europe Airlines,,,HSK,MATRA,Slovakia,Y
4652,Spanair,,JK,JKK,SPANAIR,Spain,Y
4687,Spirit Airlines,,NK,NKS,SPIRIT WINGS,United States,Y
4691,SATENA,,9R,NSE,SATENA,Colombia,Y
4702,Skywest Airlines,,,OZW,OZWEST,Australia,Y
4735,Santa Barbara Airlines,,S3,BBR,SANTA BARBARA,Venezuela,Y
4737,Sky Airline,,H2,SKU,AEROSKY,Chile,Y
4738,SkyWest,,OO,SKW,SKYWEST,United States,Y
4739,Skyways Express,,JZ,SKX,SKY EXPRESS,Sweden,Y
4740,Skymark Airlines,,BC,SKY,SKYMARK,Japan,Y
4750,SilkAir,,MI,SLK,SILKAIR,Singapore,Y
4752,Surinam Airways,,PY,SLM,SURINAM,Suriname,Y
4776,Sterling Airlines,,NB,SNB,STERLING,Denmark,Y
4781,Skynet Asia Airways,,6J,SNJ,NEWSKY,Japan,Y
4797,Solomon Airlines,,IE,SOL,SOLOMON,Solomon Islands,Y
4804,Southern Airways,,,SOU,SOUTHERN EXPRESS,United States,Y
4805,Saratov Aviation Division,,6W,SOV,SARATOV AIR,Russia,Y
4808,Sat Airlines,,HZ,SOZ,SATCO,Kazakhstan,Y
4816,South Pacific Island Airways,,,SPI,SOUTH PACIFIC,United States,Y
4822,Shuttle America,,S5,TCF,MERCURY,United States,Y
4840,Scat Air,,DV,VSV,VLASTA,Kazakhstan,Y
4863,TAME,,EQ,TAE,TAME,Ecuador,Y
4867,TAM Brazilian Airlines,,JJ,TAM,TAM,Brazil,Y
4869,TAP Portugal,TAP Air Portugal,TP,TAP,AIR PORTUGAL,Portugal,Y
4870,Tunisair,,TU,TAR,TUNAIR,Tunisia,Y
4889,Thai Air Cargo,,T2,TCG,THAI CARGO,Thailand,Y
4896,Thomas Cook Airlines,,FQ,TCW,THOMAS COOK,Belgium,Y
4897,Thomas Cook Airlines,,MT,TCX,KESTREL,United Kingdom,Y
4933,Trigana Air Service,,,TGN,TRIGANA,Indonesia,Y
4936,Tiger Airways,,TR,TGW,GO CAT,Singapore,Y
4937,Tiger Airways Australia,,TT,TGW,GO CAT,Australia,Y
4940,Thai Airways International,,TG,THA,THAI,Thailand,Y
4946,Turk Hava Kurumu Hava Taksi Isletmesi,,,THK,HUR KUS,Turkey,Y
4947,Thai AirAsia,Thai Air Asia,FD,AIQ,THAI ASIA,Thailand,Y
4951,Turkish Airlines,,TK,THY,TURKAIR,Turkey,Y
4957,Tajikistan International Airlines,,,TIL,TIL,Tajikistan,Y
4965,Twin Jet,,T7,TJT,TWINJET,France,Y
4970,Translift Airways,,,TLA,TRANSLIFT,Ireland,Y
4981,Trans Mediterranean Airlines,,TL,TMA,TANGO LIMA,Lebanon,Y
5002,Tiara Air,,3P,TNM,TIARA,Aruba,Y
5013,Thomsonfly,,BY,TOM,TOMSON,United Kingdom,Y
5016,Tropic Air,,PM,TOS,TROPISER,Belize,Y
5020,TAMPA,,QT,TPA,TAMPA,Colombia,Y
5038,TransAsia Airways,,GE,TNA,TransAsia,Taiwan,Y
5039,Transavia Holland,,HV,TRA,TRANSAVIA,Netherlands,Y
5041,TACV,,VR,TCV,CABOVERDE,Portugal,Y
5064,Transwest Air,,9T,ABS,ATHABASKA,Canada,Y
5067,Transaero Airlines,,UN,TSO,TRANSOVIET,Russia,Y
5083,Turkmenistan Airlines,Turkmenhovayollary,T5,TUA,TURKMENISTAN,Turkmenistan,Y
5085,Tuninter,,UG,TUI,,Tunisia,Y
5097,Travel Service,,QS,TVS,SKYTRAVEL,Czech Republic,Y
5122,TUIfly Nordic,,6B,BLX,BLUESCAN,Sweden,Y
5133,TAAG Angola Airlines,,DT,DTA,DTA,Angola,Y
5146,Turkish Air Force,,,HVK,TURKISH AIRFORCE,Turkey,Y
5156,TAM Mercosur,,PZ,LAP,PARAGUAYA,Paraguay,Y
5160,Trans States Airlines,,AX,LOF,WATERSKI,United States,Y
5179,Tarom,,RO,ROT,TAROM,Romania,Y
5187,Turan Air,,3T,URN,TURAN,Azerbaijan,Y
5188,TRIP Linhas A,,8R,TIB,TRIP,Brazil,Y
5207,USA3000 Airlines,,U5,GWY,GETAWAY,United States,Y
5209,United Airlines,,UA,UAL,UNITED,United States,Y
5210,United Air Charters,,,UAC,UNITAIR,Zimbabwe,Y
5234,Ural Airlines,,U6,SVR,SVERDLOVSK AIR,Russia,Y
5251,UM Airlines,,UF,UKM,UKRAINE MEDITERRANEE,Ukraine,Y
5265,US Airways,,US,USA,U S AIR,United States,Y
5268,US Helicopter,,,USH,US-HELI,United States,Y
5271,UTair Aviation,,UT,UTA,UTAIR,Russia,Y
5279,United States Air Force,,,AIO,AIR CHIEF,United States,Y
5281,Uzbekistan Airways,,HY,UZB,UZBEK,Uzbekistan,Y
5282,Ukraine International Airlines,,PS,AUI,UKRAINE INTERNATIONAL,Ukraine,Y
5284,US Helicopter Corporation,,UH,,,United States,Y
5297,Valuair,,VF,VLU,VALUAIR,Singapore,Y
5301,Vasco Air,,,VFC,VASCO AIR,Vietnam,Y
5309,Vietnam Airlines,,VN,HVN,VIET NAM AIRLINES,Vietnam,Y
5311,VIM Airlines,,NN,MOV,MOV AIR,Russia,Y
5325,Volaris,,Y4,VOI,VOLARIS,Mexico,Y
5326,Volga-Dnepr Airlines,,VI,VDA,VOLGA-DNEPR,Russia,Y
5331,Virgin America,,VX,VRD,REDWOOD,United States,Y
5333,Virgin Express,,TV,VEX,VIRGIN EXPRESS,Belgium,Y
5335,Virgin Nigeria Airways,,VK,VGN,VIRGIN NIGERIA,Nigeria,Y
5347,Virgin Atlantic Airways,,VS,VIR,VIRGIN,United Kingdom,Y
5350,Viva Macau,,ZG,VVM,JACKPOT,Macao,Y
5351,Volare Airlines,,VE,VLE,VOLA,Italy,Y
5352,Vueling Airlines,,VY,VLG,VUELING,Spain,Y
5353,Vladivostok Air,,XF,VLK,VLADAIR,Russia,Y
5354,Varig Log,,LC,VLO,VELOG,Brazil,Y
5360,Virgin Australia,,VA,VOZ,VIRGIN,Australia,Y
5368,VRG Linhas Aereas,Varig,RG,VRN,VARIG,Brazil,Y
5373,VASP,,VP,VSP,VASP,Brazil,Y
5383,VLM Airlines,,VG,VLM,RUBENS,Belgium,Y
5397,Wayraper,,7W,,WAYRAPER,Peru,Y
5399,WebJet Linhas A,,WJ,WEB,WEB-BRASIL,Brazil,Y
5401,Welcome Air,,2W,WLC,WELCOMEAIR,Austria,Y
5411,West Coast Air,,8O,,,Canada,Y
5416,WestJet,,WS,WJA,WESTJET,Canada,Y
5424,Western Airlines,,WA,WAL,WESTERN,United States,Y
5439,Widerøe,,WF,WIF,WIDEROE,Norway,Y
5447,Wind Jet,,IV,JET,GHIBLI,Italy,Y
5451,Wings Air,,IW,WON,WINGS ABADI,Indonesia,Y
5461,Wizz Air,,W6,WZZ,WIZZ AIR,Hungary,Y
5462,Wizz Air Hungary,,8Z,WVL,WIZZBUL,Bulgaria,Y
5465,World Airways,,WO,WOA,WORLD,United States,Y
5479,XL Airways France,,SE,SEU,STARWAY,France,Y
5484,Xiamen Airlines,,MF,CXA,XIAMEN AIR,China,Y
5492,Yamal Airlines,,YL,LLM,YAMAL,Russia,Y
5496,Yemenia,,IY,IYE,YEMENI,Yemen,Y
5501,Yuzhmashavia,,,UMK,YUZMASH,Ukraine,Y
5510,Zanair,,,TAN,ZANAIR,Tanzania,Y
5523,Zoom Airlines,,Z4,OOM,ZOOM,Canada,Y
5533,Tyrolean Airways,,,TYR,TYROLEAN,,Y
5559,Maldivian Air Taxi,,8Q,,,Maldives,Y
5584,Sky Express,SkyExpress,XW,SXR,SKYSTORM,Russia,Y
5651,Royal Air Cambodge,,VJ,RAC,,Cambodia,Y
5813,Air Mandalay,,6T,,Six Tango,Burma,Y
5982,Air Busan,,BX,ABL,Air Busan,Republic of Korea,Y
6196,Globus,,GH,GLP,,Russia,Y
6222,Air Kazakhstan,,9Y,KZK,Kazakh,Kazakhstan,Y
6557,Japan Air System,,JD,JAS,Air System,Japan,Y
6855,EasyJet (DS),,DS,,,Switzerland,Y
8359,Star Peru (2I),,2I,,,Peru,Y
8461,Carnival Air Lines,,KW,,Carnival Air,United States,Y
8463,United Airways,,4H,UBD,UNITED BANGLADESH,Bangladesh,Y
8576,Fly540,,5H,FFV,SWIFT TANGO,Kenya,Y
8745,Transavia France,,TO,TVF,FRENCH SUN,France,Y
8809,Island Air (WP),,WP,MKU,,United States,Y
9082,Uni Air,,B7,UIA,Glory,Taiwan,Y
9135,Gomelavia,,YD,,,Belarus,Y
9239,Red Wings,Avialinii 400,WZ,RWZ,AIR RED,Russia,Y
9335,TUIfly (X3),,11,,,Germany,Y
9343,Felix Airways,,FU,FXX,,Yemen,Y
9344,Kostromskie avialinii,,K1,KOQ,,Russia,Y
9373,Greenfly,,XX,GFY,,Spain,Y
9531,Tajik Air,,7J,,,Tajikistan,Y
9541,Air Mozambique,,TM,,,Mozambique,Y
9577,ELK Airways,,--,ELK,,Estonia,Y
9620,Gabon Airlines,,GY,GBK,GABON AIRLINES,Gabon,Y
9626,MCA Airlines,,,MCA,CALSON,Sweden,Y
9656,Maldivo Airlines,,ML,MAV,Maldivo,Maldives,Y
9666,Virgin Pacific,,VH,VNP,,Fiji,Y
9764,Zest Air,,Z2,,,Philippines,Y
9784,Yangon Airways,,HK,,Hotel Kilo,Burma,Y
9809,Eastar Jet,,ZE,ESR,Eastar,South Korea,Y
9810,Jin Air,,LJ,JNA,Jin Air,South Korea,Y
9811,Wataniya Airways,,,KW1,,Kuwait,Y
9818,Air Arabia Maroc,,3O,,Air Arabia,Morocco,Y
9825,Baltic Air lines,,B1,BA1,Baltic,Latvia,Y
9828,Ciel Canadien,,YC,YCC,Ciel,Canada,Y
9829,Canadian National Airways,,CN,YCP,CaNational,Canada,Y
9833,Epic Holiday,Epic Holidays,FA,4AA,Epic,United States,Y
9838,Indochina Airlines,,,AXC,Airspup,Vietnam,Y
9851,Air Comet Chile,,3I,,,Chile,Y
9859,German Air Force - FLB,,,FLB,FLB,Germany,Y
10114,Line Blue,,L8,LBL,Bluebird,Germany,Y
10117,FlyLAL Charters,,,LLC,,Lithuania,Y
10122,Salzburg arrows,SZA,SZ,,SZA,Austria,Y
10123,Texas Wings,,TQ,TXW,TXW,United States,Y
10128,Dennis Sky,Dennis Sky Holding,DH,DSY,DSY,Israel,Y
10224,Zz,,ZZ,,,Belgium,Y
10226,Atifly,,A1,A1F,atifly,United States,Y
10371,Aerolineas heredas santa maria,,,SZB,,Dominican Republic,Y
10372,Ciao Air,,99,,,Italy,Y
10642,Jc royal.britannica,,,JRB,,United Kingdom,Y
10650,Pal airlines,,5P,,,Chile,Y
10673,CanXpress,,C1,CA1,CAX,Canada,Y
10674,Danube Wings (V5),,V5,,,Slovakia,Y
10675,Sharp Airlines,,SH,SHA,SHARP,Australia,Y
10683,CanXplorer,,C2,CAP,,Canada,Y
10715,Click (Mexicana),,QA,,,Mexico,Y
10735,World Experience Airline,WEA,W1,WE1,WEA,Canada,Y
10737,ALAK,,J4,,,Russia,Y
10739,Air Choice One,,3E,,,United States,Y
10740,Tianjin Airlines,,,GCR,,China,Y
10741,China United,,KN,,,China,Y
10748,Locair,,ZQ,LOC,LOCAIR,United States,Y
10758,Safi Airlines,,4Q,,,Afghanistan,Y
10765,SeaPort Airlines,,K5,SQH,SASQUATCH,United States,Y
10776,Salmon Air,,S6,,,United States,Y
10798,Bobb Air Freight,,01,,,Germany,Y
10800,Star1 Airlines,,V9,HCW,,Lithuania,Y
10845,Pelita,,6D,,,Indonesia,Y
10912,Alaska Seaplane Service,,J5,,,United States,Y
10945,Enerjet,,,ENJ,ENERJET AIR,Canada,Y
10955,MexicanaLink,,I6,MXI,LINK,Mexico,Y
10960,Island Spirit,,IP,ISX,,Iceland,Y
10969,TACA Peru,,T0,,TACA PERU,Peru,Y
11700,Orbest,,,OBS,ORBEST,Portugal,Y
11719,Southern Air Charter,,,SOA,,Bahamas,Y
11724,SVG Air,,,SVG,Grenadines,Saint Vincent and the Grenadines,Y
11726,Air Century,,,CEY,,Dominican Republic,Y
11731,Pan Am World Airways Dominicana,PAWA Dominicana,7Q,,PAWA,Dominican Republic,Y
11732,Primera Air,,PF,,PRIMERA,Iceland,Y
11741,Air Antilles Express,,3S,,GREEN BIRD,Guadeloupe,Y
11751,Sol Lineas Aereas,,,OLS,FLIGHT SOL,Argentina,Y
11755,Regional Paraguaya,,P7,REP,REGIOPAR,Paraguay,Y
